Interval=	0.00025 s		
ExcelDateTime=	4.2864586892317864e+004	5/9/2017 14:05:07.496264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
72.45625	-0.268	0.105	-1.340	-0.518	-0.000	0.243	-0.003
72.4565	-0.266	0.130	-0.628	-0.501	0.001	0.243	-0.003
72.45675	-0.274	0.173	0.121	-0.452	0.000	0.243	-0.002
72.457	-0.285	0.220	0.743	-0.376	0.001	0.243	-0.002
72.45725	-0.291	0.263	1.118	-0.284	-0.000	0.243	-0.002
72.4575	-0.283	0.302	1.212	-0.188	0.001	0.243	-0.002
72.45775	-0.259	0.349	1.075	-0.101	0.000	0.243	-0.003
72.458	-0.220	0.414	0.812	-0.033	0.001	0.243	-0.003
72.45825	-0.171	0.500	0.516	0.013	0.000	0.243	-0.003
72.4585	-0.119	0.599	0.233	0.037	0.000	0.243	-0.003
72.45875	-0.069	0.695	-0.060	0.041	0.000	0.244	-0.002
72.459	-0.022	0.775	-0.420	0.027	0.000	0.243	-0.002
72.45925	0.017	0.835	-0.893	-0.005	0.000	0.243	-0.003
72.4595	0.050	0.884	-1.459	-0.052	0.000	0.244	-0.002
72.45975	0.075	0.935	-2.017	-0.111	0.000	0.244	-0.002
72.46	0.092	0.998	-2.412	-0.176	0.000	0.243	-0.003
72.46025	0.103	1.065	-2.493	-0.240	0.000	0.243	-0.002
72.4605	0.108	1.117	-2.184	-0.296	0.000	0.243	-0.003
72.46075	0.110	1.136	-1.525	-0.342	0.000	0.243	-0.002
72.461	0.109	1.112	-0.662	-0.379	0.000	0.243	-0.002
72.46125	0.105	1.064	0.198	-0.414	0.000	0.243	-0.003
72.4615	0.096	1.027	0.871	-0.452	0.000	0.243	-0.002
72.46175	0.082	1.036	1.258	-0.496	0.000	0.244	-0.002
72.462	0.062	1.106	1.377	-0.542	0.001	0.243	-0.003
72.46225	0.039	1.209	1.340	-0.583	0.001	0.243	-0.002
72.4625	0.019	1.282	1.295	-0.606	-0.000	0.244	-0.003
72.46275	0.005	1.252	1.356	-0.604	0.001	0.243	-0.002
72.463	0.003	1.068	1.555	-0.579	-0.000	0.243	-0.003
72.46325	0.014	0.737	1.839	-0.541	0.000	0.243	-0.003
72.4635	0.034	0.330	2.097	-0.503	0.001	0.243	-0.003
72.46375	0.057	-0.039	2.216	-0.475	0.001	0.244	-0.002
72.464	0.078	-0.262	2.130	-0.458	0.001	0.244	-0.003
72.46425	0.091	-0.277	1.840	-0.438	0.000	0.243	-0.002
72.4645	0.098	-0.097	1.406	-0.396	0.000	0.244	-0.002
72.46475	0.099	0.196	0.915	-0.320	0.000	0.244	-0.003
72.465	0.100	0.492	0.448	-0.212	0.000	0.244	-0.003
72.46525	0.104	0.699	0.056	-0.092	0.000	0.244	-0.002
72.4655	0.109	0.782	-0.237	0.010	-0.000	0.243	-0.002
72.46575	0.115	0.770	-0.420	0.067	0.001	0.243	-0.003
72.466	0.117	0.726	-0.485	0.074	0.000	0.243	-0.002
72.46625	0.113	0.712	-0.417	0.053	0.001	0.243	-0.002
72.4665	0.106	0.747	-0.211	0.048	0.000	0.243	-0.002
72.46675	0.099	0.807	0.108	0.096	0.001	0.243	-0.003
72.467	0.100	0.838	0.470	0.214	0.000	0.243	-0.003
72.46725	0.111	0.801	0.767	0.380	0.001	0.243	-0.002
72.4675	0.132	0.694	0.880	0.540	0.001	0.243	-0.003
72.46775	0.157	0.559	0.722	0.633	0.000	0.244	-0.003
72.468	0.177	0.455	0.275	0.622	4.992	0.245	-1.316
72.46825	0.186	0.414	-0.394	0.516	4.956	0.244	-1.316
72.4685	0.181	0.417	-1.144	0.362	4.957	0.243	1.309
72.46875	0.169	0.399	-1.804	0.229	4.958	0.244	1.311
72.469	0.157	0.290	-2.216	0.164	-0.034	0.243	-0.002
72.46925	0.155	0.063	-2.276	0.166	0.001	0.244	-0.001
72.4695	0.165	-0.230	-1.947	0.186	0.001	0.243	-0.002
