Interval=	0.00025 s		
ExcelDateTime=	4.2864586779210222e+004	5/9/2017 14:04:57.723763		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
62.61	-0.286	-0.073	-0.065	0.418	0.000	0.244	-0.002
62.61025	-0.295	-0.069	-0.062	0.336	0.000	0.243	-0.003
62.6105	-0.300	-0.073	-0.057	0.244	0.000	0.243	-0.002
62.61075	-0.324	-0.081	-0.054	0.152	0.000	0.243	-0.003
62.611	-0.383	-0.085	-0.053	0.068	0.000	0.244	-0.003
62.61125	-0.475	-0.079	-0.053	-0.006	0.000	0.243	-0.002
62.6115	-0.584	-0.060	-0.053	-0.077	0.000	0.244	-0.003
62.61175	-0.681	-0.031	-0.050	-0.153	0.000	0.243	-0.003
62.612	-0.739	-0.000	-0.043	-0.234	0.000	0.243	-0.002
62.61225	-0.746	0.025	-0.031	-0.311	0.000	0.243	-0.002
62.6125	-0.708	0.043	-0.018	-0.364	-0.000	0.243	-0.003
62.61275	-0.650	0.057	-0.007	-0.370	0.000	0.244	-0.003
62.613	-0.603	0.077	-0.001	-0.316	0.001	0.243	-0.002
62.61325	-0.590	0.109	0.000	-0.204	0.000	0.243	-0.002
62.6135	-0.614	0.152	-0.003	-0.058	0.000	0.243	-0.002
62.61375	-0.660	0.198	-0.008	0.087	0.000	0.243	-0.003
62.614	-0.698	0.233	-0.012	0.195	0.000	0.243	-0.002
62.61425	-0.699	0.245	-0.012	0.249	0.000	0.244	-0.002
62.6145	-0.643	0.233	-0.008	0.259	0.001	0.243	-0.002
62.61475	-0.532	0.205	-0.001	0.254	0.000	0.243	-0.002
62.615	-0.383	0.183	0.008	0.272	0.001	0.243	-0.003
62.61525	-0.221	0.185	0.015	0.344	0.001	0.243	-0.002
62.6155	-0.070	0.220	0.020	0.472	0.000	0.244	-0.003
62.61575	0.056	0.286	0.023	0.637	0.000	0.243	-0.002
62.616	0.157	0.365	0.025	0.803	0.001	0.244	-0.002
62.61625	0.239	0.439	0.026	0.935	0.001	0.243	-0.002
62.6165	0.310	0.496	0.025	1.016	0.000	0.244	-0.002
62.61675	0.375	0.536	0.024	1.048	0.000	0.243	-0.003
62.617	0.434	0.564	0.021	1.041	-0.000	0.243	-0.002
62.61725	0.482	0.585	0.020	1.004	0.000	0.243	-0.002
62.6175	0.514	0.593	0.022	0.927	0.001	0.243	-0.002
62.61775	0.526	0.569	0.032	0.787	0.000	0.243	-0.002
62.618	0.518	0.490	0.050	0.560	0.000	0.243	-0.003
62.61825	0.495	0.344	0.075	0.246	4.956	0.243	-1.315
62.6185	0.460	0.146	0.101	-0.120	4.956	0.243	-1.318
62.61875	0.415	-0.062	0.122	-0.472	4.957	0.243	1.308
62.619	0.364	-0.228	0.131	-0.738	4.958	0.243	1.313
62.61925	0.310	-0.310	0.129	-0.877	0.001	0.244	0.001
62.6195	0.255	-0.306	0.117	-0.899	0.001	0.243	-0.001
62.61975	0.206	-0.252	0.106	-0.874	0.000	0.243	-0.001
62.62	0.163	-0.211	0.101	-0.896	0.001	0.243	-0.002
62.62025	0.123	-0.236	0.109	-1.041	0.001	0.243	-0.002
62.6205	0.082	-0.329	0.125	-1.322	0.001	0.244	-0.002
62.62075	0.029	-0.434	0.140	-1.665	0.000	0.243	-0.002
62.621	-0.041	-0.450	0.143	-1.938	0.000	0.243	-0.002
62.62125	-0.125	-0.284	0.125	-1.999	0.000	0.243	-0.002
62.6215	-0.213	0.091	0.082	-1.763	0.000	0.243	-0.002
62.62175	-0.287	0.599	0.024	-1.244	0.000	0.243	-0.002
62.622	-0.328	1.061	-0.035	-0.559	0.000	0.243	-0.002
62.62225	-0.322	1.257	-0.077	0.111	0.000	0.243	-0.002
62.6225	-0.267	1.009	-0.089	0.593	0.000	0.243	-0.002
62.62275	-0.176	0.265	-0.066	0.786	0.000	0.243	-0.002
62.623	-0.069	-0.859	-0.013	0.693	0.000	0.243	-0.002
62.62325	0.030	-2.103	0.058	0.415	-0.000	0.243	-0.003
