Interval=	0.00025 s		
ExcelDateTime=	4.2864586874586385e+004	5/9/2017 14:05:05.964264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
70.8795	-0.003	-0.115	-0.384	0.045	0.000	0.243	-0.002
70.87975	-0.006	-0.059	-0.349	-0.081	0.000	0.243	-0.002
70.88	-0.012	0.011	-0.314	-0.167	0.000	0.243	-0.002
70.88025	-0.016	0.059	-0.281	-0.231	0.000	0.243	-0.002
70.8805	-0.015	0.072	-0.252	-0.288	0.000	0.243	-0.002
70.88075	-0.007	0.060	-0.228	-0.338	0.000	0.243	-0.003
70.881	0.003	0.050	-0.205	-0.366	0.000	0.244	-0.003
70.88125	0.012	0.068	-0.182	-0.358	0.000	0.243	-0.003
70.8815	0.017	0.121	-0.157	-0.307	0.000	0.243	-0.002
70.88175	0.016	0.199	-0.132	-0.220	0.001	0.244	-0.003
70.882	0.012	0.277	-0.107	-0.116	0.001	0.243	-0.002
70.88225	0.009	0.333	-0.084	-0.015	0.000	0.243	-0.003
70.8825	0.008	0.360	-0.066	0.066	0.000	0.243	-0.002
70.88275	0.010	0.370	-0.050	0.125	0.000	0.243	-0.002
70.883	0.012	0.382	-0.036	0.171	0.001	0.244	-0.002
70.88325	0.010	0.415	-0.023	0.214	0.001	0.243	-0.002
70.8835	0.003	0.474	-0.009	0.265	0.000	0.243	-0.002
70.88375	-0.010	0.545	0.004	0.324	0.000	0.243	-0.002
70.884	-0.025	0.607	0.017	0.384	0.000	0.244	-0.002
70.88425	-0.039	0.639	0.029	0.431	-0.000	0.243	-0.002
70.8845	-0.046	0.635	0.039	0.454	0.001	0.243	-0.002
70.88475	-0.047	0.607	0.050	0.450	0.000	0.243	-0.002
70.885	-0.043	0.580	0.059	0.421	0.000	0.243	-0.003
70.88525	-0.037	0.581	0.066	0.381	0.000	0.243	-0.002
70.8855	-0.032	0.626	0.070	0.341	0.000	0.243	-0.002
70.88575	-0.031	0.713	0.068	0.313	0.000	0.243	-0.002
70.886	-0.034	0.827	0.061	0.298	0.000	0.243	-0.003
70.88625	-0.039	0.949	0.050	0.290	0.000	0.243	-0.002
70.8865	-0.045	1.063	0.041	0.275	0.000	0.243	-0.003
70.88675	-0.048	1.165	0.035	0.240	0.000	0.244	-0.002
70.887	-0.050	1.260	0.034	0.179	0.001	0.243	-0.003
70.88725	-0.050	1.355	0.036	0.096	0.001	0.244	-0.002
70.8875	-0.048	1.450	0.034	0.005	0.000	0.243	-0.003
70.88775	-0.044	1.533	0.026	-0.074	-0.000	0.243	-0.002
70.888	-0.038	1.586	0.008	-0.129	-0.000	0.244	-0.003
70.88825	-0.027	1.595	-0.017	-0.153	0.000	0.243	-0.003
70.8885	-0.013	1.558	-0.043	-0.153	0.000	0.243	-0.002
70.88875	0.002	1.493	-0.063	-0.141	0.000	0.243	-0.002
70.889	0.016	1.428	-0.074	-0.121	0.000	0.243	-0.003
70.88925	0.027	1.394	-0.079	-0.093	0.000	0.243	-0.002
70.8895	0.034	1.402	-0.083	-0.041	0.000	0.243	-0.002
70.88975	0.041	1.440	-0.093	0.048	0.000	0.243	-0.002
70.89	0.052	1.475	-0.112	0.180	-0.000	0.242	-0.002
70.89025	0.069	1.464	-0.136	0.343	0.000	0.243	-0.003
70.8905	0.093	1.379	-0.158	0.509	0.000	0.243	-0.002
70.89075	0.120	1.215	-0.170	0.644	0.001	0.243	-0.002
70.891	0.142	0.994	-0.166	0.726	0.000	0.244	-0.003
70.89125	0.155	0.758	-0.151	0.756	0.001	0.244	-0.002
70.8915	0.157	0.549	-0.133	0.757	0.001	0.243	-0.002
70.89175	0.151	0.398	-0.124	0.765	0.001	0.243	-0.003
70.892	0.144	0.316	-0.128	0.803	0.000	0.243	-0.002
70.89225	0.145	0.299	-0.139	0.866	0.001	0.244	-0.002
70.8925	0.157	0.334	-0.145	0.922	0.001	0.243	-0.002
70.89275	0.179	0.408	-0.132	0.926	0.000	0.244	-0.003
70.893	0.201	0.503	-0.095	0.846	4.122	0.244	-1.239
70.89325	0.218	0.596	-0.045	0.688	4.956	0.244	-1.316
70.8935	0.223	0.654	0.001	0.498	4.957	0.243	1.156
70.89375	0.219	0.642	0.020	0.342	4.957	0.244	1.311
70.894	0.214	0.542	0.006	0.268	0.823	0.243	0.074
70.89425	0.218	0.373	-0.033	0.278	0.001	0.243	-0.001
70.8945	0.234	0.200	-0.067	0.314	0.000	0.243	-0.001
70.89475	0.258	0.115	-0.068	0.285	0.001	0.244	-0.002
70.895	0.277	0.197	-0.021	0.108	0.000	0.243	-0.002
70.89525	0.281	0.460	0.059	-0.243	0.000	0.243	-0.002
70.8955	0.264	0.811	0.126	-0.708	0.001	0.243	-0.002
70.89575	0.237	1.055	0.120	-1.164	0.000	0.243	-0.002
70.896	0.226	0.945	-0.004	-1.467	0.001	0.243	-0.002
70.89625	0.257	0.275	-0.251	-1.521	0.000	0.244	-0.002
70.8965	0.351	-1.024	-0.570	-1.326	0.000	0.244	-0.002
70.89675	0.504	-2.826	-0.865	-0.983	0.001	0.244	-0.002
70.897	0.686	-4.820	-1.024	-0.658	0.000	0.244	-0.003
70.89725	0.842	-6.588	-0.960	-0.507	0.000	0.243	-0.002
70.8975	0.913	-7.735	-0.642	-0.613	0.000	0.244	-0.002
70.89775	0.854	-8.016	-0.112	-0.950	0.000	0.243	-0.002
70.898	0.651	-7.405	0.529	-1.393	0.000	0.243	-0.002
70.89825	0.328	-6.097	1.156	-1.775	0.001	0.243	-0.003
70.8985	-0.064	-4.429	1.658	-1.956	0.000	0.243	-0.002
70.89875	-0.459	-2.758	1.969	-1.878	0.000	0.243	-0.002
70.899	-0.799	-1.356	2.077	-1.576	0.000	0.243	-0.002
70.89925	-1.050	-0.344	2.020	-1.157	0.000	0.243	-0.003
70.8995	-1.204	0.305	1.853	-0.740	0.000	0.243	-0.003
70.89975	-1.275	0.704	1.632	-0.412	0.000	0.243	-0.002
70.9	-1.286	0.986	1.391	-0.195	0.000	0.244	-0.002
70.90025	-1.258	1.232	1.144	-0.058	0.001	0.243	-0.003
70.9005	-1.202	1.458	0.891	0.056	0.000	0.243	-0.002
70.90075	-1.117	1.630	0.633	0.191	0.000	0.243	-0.002
