Interval=	0.00025 s		 
ExcelDateTime=	4.2864588218055709e+004	5/9/2017 14:07:02.040014		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
186.92625	0.172	0.146	-0.134	-0.264	0.001	0.243	0.000
186.9265	0.075	0.125	-0.118	-0.210	0.001	0.243	-0.001
186.92675	-0.026	0.116	-0.109	-0.207	0.001	0.243	-0.002
186.927	-0.116	0.114	-0.104	-0.238	0.001	0.243	-0.002
186.92725	-0.184	0.114	-0.099	-0.266	0.000	0.243	-0.002
186.9275	-0.221	0.106	-0.087	-0.238	0.000	0.243	-0.003
186.92775	-0.222	0.079	-0.064	-0.095	0.001	0.243	-0.002
186.928	-0.185	0.025	-0.034	0.202	0.000	0.243	-0.003
186.92825	-0.108	-0.059	-0.004	0.648	0.001	0.243	-0.003
186.9285	0.001	-0.170	0.019	1.185	0.001	0.243	-0.003
186.92875	0.132	-0.301	0.027	1.708	0.001	0.243	-0.002
186.929	0.264	-0.442	0.022	2.090	0.000	0.243	-0.002
186.92925	0.369	-0.582	0.012	2.226	0.001	0.244	-0.003
186.9295	0.423	-0.712	0.007	2.064	0.001	0.243	-0.003
186.92975	0.408	-0.829	0.019	1.628	0.000	0.243	-0.003
186.93	0.323	-0.935	0.050	1.012	0.001	0.243	-0.002
186.93025	0.181	-1.036	0.096	0.346	-0.000	0.243	-0.002
186.9305	0.010	-1.134	0.145	-0.248	0.000	0.243	-0.003
186.93075	-0.157	-1.224	0.182	-0.687	-0.000	0.243	-0.002
186.931	-0.291	-1.290	0.195	-0.953	0.000	0.244	-0.002
186.93125	-0.379	-1.308	0.182	-1.079	0.000	0.243	-0.003
186.9315	-0.417	-1.255	0.146	-1.127	0.001	0.243	-0.002
186.93175	-0.419	-1.119	0.101	-1.157	0.000	0.244	-0.002
186.932	-0.398	-0.911	0.058	-1.199	0.000	0.243	-0.003
186.93225	-0.368	-0.663	0.029	-1.251	0.000	0.243	-0.002
186.9325	-0.337	-0.415	0.016	-1.286	0.000	0.243	-0.002
186.93275	-0.305	-0.204	0.015	-1.274	0.000	0.243	-0.003
186.933	-0.267	-0.037	0.019	-1.196	0.001	0.243	-0.003
186.93325	-0.221	0.106	0.021	-1.057	0.000	0.244	-0.002
186.9335	-0.167	0.264	0.017	-0.877	0.000	0.243	-0.003
186.93375	-0.111	0.467	0.006	-0.685	0.000	0.243	-0.002
186.934	-0.058	0.708	-0.005	-0.500	0.000	0.243	-0.003
186.93425	-0.014	0.931	-0.013	-0.332	-0.000	0.243	-0.002
186.9345	0.018	1.042	-0.015	-0.179	-0.000	0.243	-0.003
186.93475	0.038	0.950	-0.009	-0.034	0.001	0.244	-0.002
186.935	0.052	0.613	0.003	0.106	-0.000	0.243	-0.002
186.93525	0.062	0.076	0.015	0.236	0.000	0.243	-0.003
186.9355	0.072	-0.528	0.026	0.348	0.000	0.243	-0.002
186.93575	0.083	-1.019	0.034	0.431	0.001	0.243	-0.003
186.936	0.097	-1.237	0.039	0.484	0.000	0.244	-0.002
186.93625	0.112	-1.112	0.045	0.510	0.001	0.243	-0.003
186.9365	0.128	-0.701	0.051	0.518	0.000	0.244	-0.002
186.93675	0.145	-0.168	0.060	0.518	0.001	0.243	-0.002
186.937	0.162	0.280	0.072	0.514	-0.000	0.244	-0.002
186.93725	0.175	0.478	0.086	0.503	0.001	0.243	-0.002
186.9375	0.181	0.375	0.103	0.478	0.001	0.244	-0.003
186.93775	0.179	0.050	0.123	0.431	0.000	0.243	-0.002
186.938	0.166	-0.329	0.147	0.359	-0.000	0.243	-0.003
186.93825	0.145	-0.587	0.174	0.268	0.000	0.243	-0.003
186.9385	0.120	-0.625	0.201	0.167	0.001	0.243	-0.002
186.93875	0.094	-0.464	0.224	0.071	0.000	0.243	-0.003
186.939	0.071	-0.227	0.237	-0.013	0.000	0.243	-0.002
186.93925	0.052	-0.075	0.234	-0.083	0.001	0.243	-0.002
186.9395	0.034	-0.124	0.214	-0.145	0.000	0.243	-0.003
186.93975	0.015	-0.380	0.177	-0.208	0.000	0.243	-0.003
186.94	-0.008	-0.733	0.128	-0.284	0.000	0.243	-0.003
186.94025	-0.034	-1.011	0.073	-0.376	-0.000	0.243	-0.002
186.9405	-0.058	-1.055	0.021	-0.480	0.001	0.243	-0.003
186.94075	-0.075	-0.791	-0.024	-0.582	-0.000	0.243	-0.002
186.941	-0.081	-0.263	-0.058	-0.668	0.000	0.243	-0.002
186.94125	-0.073	0.391	-0.082	-0.721	0.000	0.243	-0.002
186.9415	-0.051	1.000	-0.096	-0.733	0.000	0.243	-0.003
186.94175	-0.022	1.430	-0.104	-0.702	0.000	0.243	-0.002
186.942	0.009	1.621	-0.107	-0.632	0.001	0.243	-0.002
186.94225	0.037	1.595	-0.106	-0.534	0.001	0.244	-0.003
186.9425	0.058	1.421	-0.103	-0.414	0.000	0.243	-0.002
186.94275	0.072	1.176	-0.097	-0.279	0.000	0.243	-0.003
186.943	0.079	0.916	-0.088	-0.132	0.000	0.243	-0.003
186.94325	0.084	0.670	-0.079	0.024	0.000	0.243	-0.002
186.9435	0.088	0.456	-0.070	0.183	0.000	0.243	-0.002
186.94375	0.091	0.303	-0.062	0.334	0.001	0.243	-0.003
186.944	0.093	0.251	-0.055	0.464	0.000	0.243	-0.002
186.94425	0.093	0.335	-0.049	0.565	0.001	0.243	-0.003
186.9445	0.090	0.553	-0.044	0.630	0.000	0.243	-0.003
186.94475	0.084	0.850	-0.040	0.665	0.000	0.243	-0.002
186.945	0.077	1.121	-0.037	0.677	0.000	0.243	-0.003
186.94525	0.070	1.255	-0.037	0.681	0.001	0.243	-0.002
186.9455	0.066	1.179	-0.037	0.685	0.001	0.243	-0.002
186.94575	0.066	0.905	-0.038	0.689	0.001	0.243	-0.002
186.946	0.068	0.535	-0.037	0.690	0.001	0.243	-0.002
186.94625	0.072	0.217	-0.034	0.678	0.000	0.244	-0.003
186.9465	0.074	0.090	-0.029	0.650	0.000	0.243	-0.002
186.94675	0.075	0.215	-0.022	0.604	0.000	0.243	-0.002
186.947	0.072	0.549	-0.016	0.547	0.000	0.243	-0.003
186.94725	0.067	0.965	-0.013	0.483	0.000	0.243	-0.003
186.9475	0.061	1.302	-0.014	0.415	-0.001	0.244	-0.003
186.94775	0.055	1.442	-0.017	0.339	0.000	0.243	-0.003
