Interval=	0.00025 s		 
ExcelDateTime=	4.2864588209910456e+004	5/9/2017 14:07:01.336264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
186.2225	-0.201	0.233	0.820	0.489	0.001	0.243	-0.003
186.22275	-0.144	0.208	0.706	0.422	0.001	0.243	-0.002
186.223	-0.093	0.192	0.553	0.338	0.001	0.243	-0.002
186.22325	-0.061	0.190	0.384	0.231	0.000	0.243	-0.002
186.2235	-0.058	0.198	0.220	0.106	0.001	0.243	-0.003
186.22375	-0.083	0.205	0.077	-0.025	0.000	0.243	-0.002
186.224	-0.126	0.198	-0.037	-0.140	0.000	0.243	-0.003
186.22425	-0.174	0.170	-0.118	-0.222	0.001	0.243	-0.003
186.2245	-0.214	0.129	-0.166	-0.256	-0.000	0.243	-0.002
186.22475	-0.241	0.088	-0.184	-0.239	0.000	0.244	-0.002
186.225	-0.256	0.065	-0.179	-0.174	0.001	0.243	-0.003
186.22525	-0.267	0.069	-0.161	-0.071	4.955	0.243	-0.862
186.2255	-0.277	0.090	-0.144	0.058	4.956	0.243	-0.863
186.22575	-0.287	0.108	-0.140	0.193	4.957	0.244	0.854
186.226	-0.288	0.102	-0.155	0.311	4.958	0.243	0.859
186.22625	-0.274	0.065	-0.189	0.387	0.002	0.243	0.000
186.2265	-0.238	0.013	-0.227	0.400	0.001	0.243	-0.002
186.22675	-0.184	-0.019	-0.253	0.346	0.001	0.243	-0.002
186.227	-0.123	0.005	-0.251	0.248	0.001	0.243	-0.003
186.22725	-0.072	0.099	-0.219	0.156	0.001	0.243	-0.003
186.2275	-0.044	0.227	-0.171	0.140	0.000	0.243	-0.002
186.22775	-0.042	0.311	-0.135	0.265	0.001	0.243	-0.002
186.228	-0.058	0.244	-0.141	0.563	0.000	0.243	-0.002
186.22825	-0.073	-0.067	-0.204	1.008	0.001	0.243	-0.002
186.2285	-0.069	-0.655	-0.312	1.513	0.000	0.243	-0.002
186.22875	-0.033	-1.472	-0.420	1.950	0.001	0.244	-0.003
186.229	0.035	-2.387	-0.463	2.187	0.001	0.243	-0.003
186.22925	0.119	-3.219	-0.377	2.133	0.000	0.243	-0.003
186.2295	0.200	-3.795	-0.124	1.773	0.000	0.243	-0.003
186.22975	0.253	-3.997	0.289	1.171	0.000	0.243	-0.002
186.23	0.267	-3.801	0.805	0.455	0.001	0.243	-0.003
186.23025	0.240	-3.276	1.330	-0.234	0.000	0.243	-0.002
186.2305	0.181	-2.557	1.762	-0.781	0.001	0.243	-0.002
186.23075	0.108	-1.797	2.016	-1.133	0.000	0.243	-0.003
186.231	0.036	-1.121	2.054	-1.302	-0.000	0.243	-0.002
186.23125	-0.023	-0.599	1.884	-1.349	-0.000	0.243	-0.003
186.2315	-0.067	-0.236	1.557	-1.348	0.000	0.243	-0.002
186.23175	-0.098	0.010	1.145	-1.352	0.000	0.244	-0.003
186.232	-0.122	0.202	0.715	-1.381	0.000	0.243	-0.002
186.23225	-0.142	0.395	0.320	-1.417	0.000	0.244	-0.003
186.2325	-0.157	0.619	-0.013	-1.426	0.000	0.243	-0.002
186.23275	-0.165	0.870	-0.281	-1.379	0.000	0.244	-0.003
186.233	-0.161	1.110	-0.487	-1.266	0.000	0.243	-0.003
186.23325	-0.143	1.286	-0.641	-1.101	0.000	0.244	-0.002
186.2335	-0.113	1.341	-0.748	-0.911	0.000	0.243	-0.002
186.23375	-0.074	1.233	-0.813	-0.722	0.000	0.243	-0.003
186.234	-0.033	0.960	-0.838	-0.550	0.001	0.243	-0.002
186.23425	0.003	0.559	-0.832	-0.398	0.000	0.243	-0.003
186.2345	0.031	0.112	-0.804	-0.257	0.000	0.243	-0.002
186.23475	0.052	-0.278	-0.765	-0.119	0.000	0.243	-0.003
186.235	0.068	-0.514	-0.722	0.018	0.000	0.243	-0.002
186.23525	0.084	-0.536	-0.680	0.146	0.000	0.243	-0.002
186.2355	0.102	-0.346	-0.636	0.258	0.000	0.243	-0.002
186.23575	0.124	-0.010	-0.589	0.343	0.000	0.243	-0.003
186.236	0.150	0.369	-0.537	0.402	0.000	0.243	-0.003
186.23625	0.177	0.682	-0.481	0.440	0.000	0.243	-0.003
186.2365	0.202	0.857	-0.427	0.466	0.000	0.243	-0.002
186.23675	0.222	0.882	-0.378	0.487	0.001	0.243	-0.003
186.237	0.234	0.800	-0.336	0.503	0.000	0.243	-0.002
186.23725	0.238	0.682	-0.299	0.509	0.000	0.244	-0.003
186.2375	0.235	0.593	-0.262	0.494	0.000	0.244	-0.003
186.23775	0.227	0.556	-0.220	0.454	0.000	0.243	-0.002
186.238	0.216	0.548	-0.171	0.387	0.001	0.243	-0.002
186.23825	0.205	0.518	-0.119	0.303	0.000	0.243	-0.003
186.2385	0.194	0.418	-0.071	0.212	0.001	0.243	-0.002
186.23875	0.185	0.238	-0.034	0.126	0.000	0.243	-0.002
186.239	0.177	0.017	-0.013	0.048	0.000	0.243	-0.002
186.23925	0.168	-0.167	-0.008	-0.025	0.000	0.243	-0.003
186.2395	0.156	-0.234	-0.015	-0.102	0.000	0.243	-0.003
186.23975	0.142	-0.139	-0.027	-0.192	0.000	0.244	-0.003
186.24	0.124	0.107	-0.037	-0.299	0.000	0.243	-0.003
186.24025	0.103	0.437	-0.041	-0.420	0.000	0.244	-0.002
186.2405	0.080	0.758	-0.039	-0.541	0.000	0.243	-0.002
186.24075	0.056	0.995	-0.032	-0.646	0.000	0.243	-0.002
186.241	0.034	1.114	-0.025	-0.719	0.000	0.243	-0.003
186.24125	0.014	1.139	-0.018	-0.750	-0.000	0.243	-0.003
186.2415	-0.001	1.129	-0.015	-0.739	0.001	0.244	-0.003
186.24175	-0.011	1.149	-0.015	-0.689	0.000	0.243	-0.002
186.242	-0.017	1.232	-0.017	-0.609	0.001	0.244	-0.003
186.24225	-0.017	1.368	-0.023	-0.504	0.000	0.243	-0.003
186.2425	-0.014	1.510	-0.032	-0.377	0.000	0.243	-0.003
186.24275	-0.008	1.602	-0.044	-0.230	0.000	0.243	-0.003
186.243	-0.000	1.610	-0.057	-0.066	0.000	0.243	-0.003
186.24325	0.007	1.537	-0.066	0.106	0.000	0.244	-0.002
