Interval=	0.00025 s		
ExcelDateTime=	4.2864586849001891e+004	5/9/2017 14:05:03.753764		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
68.64	0.281	0.264	-0.182	-0.032	0.000	0.243	-0.002
68.64025	0.280	0.331	-0.149	0.098	0.000	0.243	-0.002
68.6405	0.275	0.417	-0.114	0.239	0.000	0.243	-0.003
68.64075	0.271	0.512	-0.081	0.368	0.000	0.243	-0.002
68.641	0.267	0.604	-0.056	0.460	0.000	0.243	-0.003
68.64125	0.261	0.671	-0.041	0.498	0.000	0.243	-0.003
68.6415	0.251	0.699	-0.035	0.486	0.001	0.244	-0.002
68.64175	0.236	0.678	-0.036	0.453	0.001	0.243	-0.003
68.642	0.219	0.613	-0.044	0.434	0.000	0.243	-0.002
68.64225	0.206	0.522	-0.052	0.455	0.000	0.243	-0.002
68.6425	0.202	0.425	-0.057	0.513	0.000	0.243	-0.003
68.64275	0.207	0.337	-0.055	0.576	0.000	0.243	-0.002
68.643	0.216	0.265	-0.044	0.597	0.000	0.243	-0.003
68.64325	0.220	0.204	-0.024	0.537	4.956	0.244	-1.316
68.6435	0.212	0.144	-0.000	0.391	4.957	0.244	-1.318
68.64375	0.189	0.083	0.023	0.195	4.958	0.244	1.310
68.644	0.156	0.030	0.041	0.010	4.958	0.244	1.315
68.64425	0.123	0.005	0.053	-0.107	0.001	0.243	0.000
68.6445	0.101	0.028	0.062	-0.139	0.001	0.243	-0.001
68.64475	0.094	0.102	0.075	-0.120	0.001	0.243	-0.002
68.645	0.099	0.207	0.096	-0.125	0.001	0.243	-0.002
68.64525	0.106	0.295	0.126	-0.233	0.000	0.243	-0.003
68.6455	0.104	0.307	0.160	-0.481	0.001	0.243	-0.002
68.64575	0.087	0.199	0.188	-0.835	0.001	0.243	-0.002
68.646	0.057	-0.039	0.199	-1.194	0.000	0.243	-0.002
68.64625	0.026	-0.367	0.189	-1.427	0.000	0.243	-0.002
68.6465	0.012	-0.704	0.162	-1.427	0.000	0.244	-0.002
68.64675	0.028	-0.957	0.131	-1.162	0.000	0.243	-0.002
68.647	0.078	-1.051	0.115	-0.693	-0.000	0.244	-0.002
68.64725	0.155	-0.967	0.127	-0.155	0.000	0.243	-0.002
68.6475	0.242	-0.742	0.171	0.294	0.000	0.243	-0.003
68.64775	0.317	-0.467	0.238	0.539	0.000	0.243	-0.003
68.648	0.366	-0.242	0.312	0.543	0.000	0.243	-0.003
68.64825	0.383	-0.146	0.373	0.363	0.000	0.243	-0.002
68.6485	0.369	-0.208	0.407	0.110	-0.000	0.243	-0.002
68.64875	0.334	-0.398	0.412	-0.099	0.000	0.243	-0.002
68.649	0.288	-0.644	0.393	-0.185	0.000	0.243	-0.003
68.64925	0.234	-0.866	0.362	-0.138	0.000	0.243	-0.002
68.6495	0.171	-1.002	0.327	-0.004	0.000	0.243	-0.003
68.64975	0.097	-1.031	0.290	0.146	0.001	0.243	-0.002
68.65	0.008	-0.969	0.244	0.252	0.000	0.243	-0.002
68.65025	-0.092	-0.857	0.181	0.291	0.000	0.243	-0.003
